_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
11539,110 Eringate Drive,WB,2020-05-30T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.58144643, 43.660542361)}",30,Weekdays from 7 AM - 9 PM,717,Eringate Dr WB ,40,2018-10-19T08:00:00,46,2.0
11540,411 Mill Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.586652, 43.643284)}",20,Weekdays from 7 AM - 9 PM,719,Mill Rd NB ,30,2018-01-24T13:00:00,36,2.0
11541,30 Westroyal Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.536486, 43.69309700000001)}",5,Weekdays from 7 AM - 9 PM,895,Westroyal Rd NB ,40,2019-12-27T11:00:00,46,2.0
11542,31 Westroyal Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.536527, 43.692693)}",5,Weekdays from 7 AM - 9 PM,897,Westroyal Rd SB ,40,2019-12-27T11:00:00,46,2.0
11543,55 Saskatoon Drive,EB,,31,"{'type': 'Point', 'coordinates': (-79.539949, 43.694218)}",20,Weekdays from 7 AM - 9 PM,995,Saskatoon Dr EB ,30,2019-04-02T10:00:00,36,2.0
11544,127 Sun Row Drive,NB,,31,"{'type': 'Point', 'coordinates': (-79.536916, 43.684964)}",20,Weekdays from 7 AM - 9 PM,2008,Sun Row Dr NB ,30,2020-03-10T00:00:00,36,2.0
11545,89 Sun Row Drive,SB,,31,"{'type': 'Point', 'coordinates': (-79.538962, 43.687118)}",20,Weekdays from 7 AM - 9 PM,2023,Sun Row Dr SB ,30,2020-03-10T00:00:00,36,2.0
11546,23 Fieldstone Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.57751, 43.634383)}",30,Weekdays from 7 AM - 9 PM,2050,Mill Rd SB ,50,2020-02-21T10:00:00,56,2.0
11547,72 Rathburn Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.537389, 43.66116)}",5,Weekdays from 7 AM - 9 PM,2169,Rathburn Rd WB ,40,2020-04-28T13:00:00,46,2.0
11548,112 Eringate Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.581934, 43.660407)}",5,Weekdays from 7 AM - 9 PM,2218,Eringate Dr WB ,40,2020-06-01T11:00:00,46,2.0
11549,4319 Bloor Street,EB,,41,"{'type': 'Point', 'coordinates': (-79.574247, 43.632239)}",5,Weekdays from 7 AM - 9 PM,2252,Bloor St W EB c,40,2020-07-20T12:00:00,46,2.0
11550,17 Forestview Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.572369, 43.631985)}",5,Weekdays from 7 AM - 9 PM,2259,Fairview Rd NB c,40,2020-07-20T13:00:00,46,2.0
11551,4319 Bloor Street,EB,,41,"{'type': 'Point', 'coordinates': (-79.574247, 43.632239)}",5,Weekdays from 7 AM - 9 PM,2264,Bloor St W EB ,40,2020-07-26T00:00:00,46,2.0
11552,20 Saskatoon Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.53657, 43.695111)}",20,Weekdays from 7 AM - 9 PM,2265,Saskatoon Dr WB ,30,2020-07-26T00:00:00,36,2.0
11553,17 Forestview Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.572369, 43.631985)}",5,Weekdays from 7 AM - 9 PM,2268,Fairview Rd NB ,40,2020-07-26T00:00:00,46,2.0
11554,110 Wimbleton Road,SB,,31,"{'type': 'Point', 'coordinates': (-79.528686, 43.662602)}",20,Weekdays from 7 AM - 9 PM,2391,Wimbleton Rd SB C ,30,2020-06-24T08:00:00,36,2.0
11555,18 Lavington Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.563054, 43.690311)}",5,Weekdays from 7 AM - 9 PM,2401,Lavington Dr WB ,40,2020-10-09T11:00:00,46,2.0
11556,47 Ludstone Drive,WB,2021-01-27T04:00:00,41,"{'type': 'Point', 'coordinates': (-79.564194, 43.691561)}",5,Weekdays from 7 AM - 9 PM,2402,Ludstone Dr WB ,40,2020-10-09T13:00:00,46,2.0
11557,14 Lavington Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.562543, 43.690549)}",5,Weekdays from 7 AM - 9 PM,2403,Lavington Dr EB ,40,2020-10-09T10:00:00,46,2.0
11558,64 Ludstone Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.563278, 43.691902)}",5,Weekdays from 7 AM - 9 PM,2404,Ludstone Dr EB ,40,2020-10-09T12:00:00,46,2.0
11559,59 Trehorne Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.535202, 43.690533)}",5,Weekdays from 7 AM - 9 PM,2407,Trehorne Dr EB - c ,40,2020-10-21T10:00:00,46,2.0
11560,22 Trehorne Drive,WB,2020-10-22T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.531708, 43.69015100000001)}",5,Weekdays from 7 AM - 9 PM,2409,Trehorne Dr WB - c ,40,2020-10-21T09:00:00,46,2.0
11561,22 Trehorne Drive,WB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.531708, 43.69015100000001)}",5,Weekdays from 7 AM - 9 PM,2410,Trehorne Dr WB - ,40,2020-10-22T00:00:00,46,2.0
11562,59 Trehorne Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.535202, 43.690533)}",5,Weekdays from 7 AM - 9 PM,2411,Trehorne Dr EB ,40,2020-10-22T00:00:00,46,2.0
11563,18 Brampton Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.561768, 43.686185)}",5,Weekdays from 7 AM - 9 PM,2414,Brampton Rd SB c - ,40,2020-10-26T11:00:00,46,2.0
11564,380 The Westway,WB,,41,"{'type': 'Point', 'coordinates': (-79.562045, 43.68460700000001)}",5,Weekdays from 7 AM - 9 PM,2415,The Westway WB c - ,40,2020-10-26T12:00:00,46,2.0
11565,17 Jardine Place,NB,2020-10-27T00:00:00,61,"{'type': 'Point', 'coordinates': (-79.555366, 43.686783)}",30,Weekdays from 7 AM - 9 PM,2416,Kipling Ave NB - C,60,2020-10-26T13:00:00,66,2.0
11566,380 The Westway,WB,,41,"{'type': 'Point', 'coordinates': (-79.562045, 43.68460700000001)}",5,Weekdays from 7 AM - 9 PM,2433,The Westway WB ,40,2020-10-27T00:00:00,46,2.0
11567,381 The Westway,EB,2022-01-25T02:00:00,41,"{'type': 'Point', 'coordinates': (-79.563327, 43.684154)}",5,Weekdays from 7 AM - 9 PM,2437,The Westway EB ,40,2020-10-28T12:00:00,46,2.0
11568,18 Brampton Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.561768, 43.686185)}",5,Weekdays from 7 AM - 9 PM,2448,Brampton Rd SB ,40,2020-10-27T00:00:00,46,2.0
11569,17 Jardine Place,NB,2020-10-28T00:00:00,61,"{'type': 'Point', 'coordinates': (-79.555366, 43.686783)}",30,Weekdays from 7 AM - 9 PM,2454,Kipling Ave NB ,60,2020-10-27T00:00:00,66,2.0
11570,17 Jardine Place,SB,2021-04-19T13:00:00,61,"{'type': 'Point', 'coordinates': (-79.555366, 43.686783)}",30,Weekdays from 7 AM - 9 PM,2462,Kipling Ave SB ,60,2020-10-28T00:00:00,66,2.0
11571,2 Gracey Boulevard,NB,2021-08-15T18:00:00,61,"{'type': 'Point', 'coordinates': (-79.553904, 43.684166)}",30,Weekdays from 7 AM - 9 PM,2558,Kipling Ave NB ,60,2020-10-28T12:00:00,66,2.0
11572,23 Lee Avenue,EB,2021-02-01T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.564226, 43.691623)}",5,Weekdays from 7 AM - 9 PM,2600,Ludstone Dr EB c-,40,2021-01-28T10:00:00,46,2.0
11573,23 Lee Avenue,EB,2022-07-08T05:00:00,41,"{'type': 'Point', 'coordinates': (-79.564226, 43.691623)}",5,Weekdays from 7 AM - 9 PM,2606,Ludstone Dr EB ,40,2021-02-01T00:00:00,46,2.0
11574,27 Fallingbrooke Court,WB,2021-04-19T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.574726, 43.655197)}",5,Weekdays from 7 AM - 9 PM,2643,WELLESWORTH DR WB ,40,2021-03-09T13:00:00,46,2.0
11575,Denfield St 91m N of Widdicombe Hill Blvd,NB,,41,"{'type': 'Point', 'coordinates': (-79.554504, 43.679202)}",5,Weekdays from 7 AM - 9 PM,2676,DENFIELD ST NB ,40,2021-04-23T11:00:00,46,2.0
11576,Denfield St 91m S of Clement Rd,SB,,41,"{'type': 'Point', 'coordinates': (-79.555063, 43.680005)}",5,Weekdays from 7 AM - 9 PM,2678,DENFIELD ST SB ,40,2021-04-23T12:00:00,46,2.0
11577,334 The East Mall,SB,,31,"{'type': 'Point', 'coordinates': (-79.557186, 43.638992)}",20,Weekdays from 7 AM - 9 PM,2759,The East Mall SB (1&#x2F;2) ,30,2021-10-05T00:00:00,36,2.0
11578,KIPLING AVE 175M S/OF THE WESTWAY,NB,,61,"{'type': 'Point', 'coordinates': (-79.553913, 43.684157)}",30,Weekdays from 7 AM - 9 PM,2808,KIPLING AVE NB ,60,2021-08-16T14:00:00,66,2.0
11579,387 THE WESTWAY,EB,,41,"{'type': 'Point', 'coordinates': (-79.563215424, 43.684171571)}",5,Weekdays from 7 AM - 9 PM,2882,THE WESTWAY EB ,40,2022-03-11T08:00:00,46,2.0
11580,335 THE WESTWAY,EB,2022-08-17T15:00:00,31,"{'type': 'Point', 'coordinates': (-79.558132, 43.685295)}",20,Weekdays from 7 AM - 9 PM,2894,THE WESTWAY EB ,30,2022-03-13T00:00:00,36,2.0
11581,86M W/OF KIPLING AVE,WB,2023-03-21T13:00:00,31,"{'type': 'Point', 'coordinates': (-79.555979, 43.685507)}",20,Weekdays from 7 AM - 9 PM,2895,THE WESTWAY WB ,30,2022-03-13T00:00:00,36,2.0
11582,THE EAST MALL 45M N/OF KEANE AVE,NB,,41,"{'type': 'Point', 'coordinates': (-79.560279, 43.649091)}",5,Weekdays from 7 AM - 9 PM,2897,THE EAST MALL NB ,40,2022-03-11T11:00:00,46,2.0
11583,THE EAST MALL 187M S/OF CAPRI DR,SB,,41,"{'type': 'Point', 'coordinates': (-79.562536, 43.651054)}",5,Weekdays from 7 AM - 9 PM,2898,THE EAST MALL SB ,40,2022-03-11T10:00:00,46,2.0
11584,278 Royal York Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.497885, 43.614718)}",30,Weekdays from 7 AM - 9 PM,93,Royal York Rd SB ,50,2019-04-03T08:00:00,56,3.0
11585,112 Norseman Street,EB,,31,"{'type': 'Point', 'coordinates': (-79.51753, 43.634576)}",20,Weekdays from 7 AM - 9 PM,101,Norseman St EB ,30,2018-01-16T12:00:00,36,3.0
11586,30 Mimico Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.490724, 43.613600000000005)}",20,Weekdays from 7 AM - 9 PM,112,Mimico Ave WB ,30,2019-03-07T11:00:00,36,3.0
11587,284 The East Mall,SB,,31,"{'type': 'Point', 'coordinates': (-79.556752, 43.635698)}",20,Weekdays from 7 AM - 9 PM,121,The East Mall SB (2&amp;#x2F;2) ,30,2018-11-02T12:00:00,36,3.0
11588,55 Jutland Road,EB,,31,"{'type': 'Point', 'coordinates': (-79.519735, 43.62825)}",20,Weekdays from 7 AM - 9 PM,124,Jutland Rd EB  ,30,2019-03-07T07:00:00,36,3.0
11589,28 Coules Court,WB,,31,"{'type': 'Point', 'coordinates': (-79.549365, 43.608118)}",20,Weekdays from 7 AM - 9 PM,159,Coules Crt WB ,30,2019-04-03T09:00:00,36,3.0
11590,21 Montgomery Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.516682, 43.647954000000006)}",30,Weekdays from 7 AM - 9 PM,193,Montgomery Rd NB ,40,2019-03-20T08:00:00,46,3.0
11591,273 Royal York Road,NB,2023-02-20T22:00:00,31,"{'type': 'Point', 'coordinates': (-79.49723, 43.61378)}",20,Weekdays from 7 AM - 9 PM,257,Royal York Rd NB ,30,2019-04-03T08:00:00,36,3.0
11592,87 Norseman Street,WB,,31,"{'type': 'Point', 'coordinates': (-79.514798, 43.635297)}",20,Weekdays from 7 AM - 9 PM,292,Norseman St WB ,30,2018-01-16T13:00:00,36,3.0
11593,281 The East Mall,NB,2022-07-08T05:00:00,31,"{'type': 'Point', 'coordinates': (-79.556771, 43.634644)}",20,Weekdays from 7 AM - 9 PM,469,The East Mall NB ,30,2018-11-02T12:00:00,36,3.0
11594, Royal York Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.505204, 43.632737)}",20,Weekdays from 7 AM - 9 PM,481,Royal York Rd NB ,30,2019-03-07T11:00:00,36,3.0
11595, Elizabeth Street,WB,2020-03-24T00:00:00,31,"{'type': 'Point', 'coordinates': (-79.496548, 43.61454)}",20,Weekdays from 7 AM - 9 PM,484,Stanley Ave WB ,30,2019-03-07T11:00:00,36,3.0
11596,32 Montgomery Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.519897, 43.649478)}",30,Weekdays from 7 AM - 9 PM,563,Montgomery Rd SB ,40,2019-03-12T06:00:00,46,3.0
11597,104 Jutland Road,WB,2021-04-19T15:00:00,31,"{'type': 'Point', 'coordinates': (-79.51843600000001, 43.628689)}",20,Weekdays from 7 AM - 9 PM,573,Jutland Rd WB ,30,2019-03-20T06:00:00,36,3.0
11598,736 Royal York Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.506294, 43.63487000000001)}",30,Weekdays from 7 AM - 9 PM,694,Royal York Rd SB ,40,2019-03-07T11:00:00,46,3.0
11599,55 Jutland Road,EB,,31,"{'type': 'Point', 'coordinates': (-79.519735, 43.62825)}",20,Weekdays from 7 AM - 9 PM,752,Jutland Rd EB ,30,2019-11-22T00:00:00,36,3.0
11600,320 Kipling Avenue,SB,2021-04-19T10:00:00,51,"{'type': 'Point', 'coordinates': (-79.517488, 43.599208)}",30,Weekdays from 7 AM - 9 PM,2064,Kipling Ave SB ,50,2020-03-10T13:00:00,56,3.0
11601,3180 Lake Shore Boulevard West,WB,,51,"{'type': 'Point', 'coordinates': (-79.518265, 43.598048)}",30,Weekdays from 7 AM - 9 PM,2065,Lake Shore Blvd WB ,50,2020-03-10T13:00:00,56,3.0
11602,3182 Lake Shore Boulevard West,EB,,51,"{'type': 'Point', 'coordinates': (-79.518351, 43.597847)}",30,Weekdays from 7 AM - 9 PM,2066,Lake Shore Blvd W EB ,50,2020-03-11T10:00:00,56,3.0
11603, Colonel Samuel Smith Park Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.515931, 43.59609)}",5,Weekdays from 7 AM - 9 PM,2072,Colonel Samuel Smith Pk Dr NB ,40,2020-03-11T11:00:00,46,3.0
11604, Elizabeth Street,EB,2021-05-14T17:00:00,31,"{'type': 'Point', 'coordinates': (-79.496548, 43.61454)}",20,Weekdays from 7 AM - 9 PM,2111,Stanley Ave EB ,30,2020-03-24T00:00:00,36,3.0
11605,70 Government Road,EB,,41,"{'type': 'Point', 'coordinates': (-79.508725, 43.659414)}",5,Weekdays from 7 AM - 9 PM,2408,Government Rd EB - c ,40,2020-10-21T14:00:00,46,3.0
11606,70 Government Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.508725, 43.659414)}",5,Weekdays from 7 AM - 9 PM,2413,Government Rd WB ,40,2020-10-22T00:00:00,46,3.0
11607,171 Town Centre Boulevard,WB,2022-07-08T06:00:00,41,"{'type': 'Point', 'coordinates': (-79.488583, 43.634715)}",5,Weekdays from 7 AM - 9 PM,2644,CLOVERHILL RD WB ,40,2021-03-09T10:00:00,46,3.0
11608,284 The East Mall,SB,,31,"{'type': 'Point', 'coordinates': (-79.556752, 43.635698)}",20,Weekdays from 7 AM - 9 PM,2754,The East Mall SB (2&#x2F;2) ,30,2021-10-05T00:00:00,36,3.0
11609,OPP 148 STANLEY AVE,EB,,31,"{'type': 'Point', 'coordinates': (-79.496507821, 43.614558644)}",20,Weekdays from 7 AM - 9 PM,2841,STANLEY AVE EB ,30,2022-02-08T14:00:00,36,3.0
11610,106 Fern Avenue,WB,2021-10-10T21:00:00,31,"{'type': 'Point', 'coordinates': (-79.44487000000001, 43.645328)}",20,Weekdays from 7 AM - 9 PM,72,Fern Ave WB ,30,2019-03-20T06:00:00,36,4.0
11611,94 Fairview Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.476566, 43.66075)}",30,Weekdays from 7 AM - 9 PM,137,Annette St WB ,40,2019-03-07T10:00:00,46,4.0
11612,92 Jane Street,SB,,31,"{'type': 'Point', 'coordinates': (-79.485482, 43.65153)}",20,Weekdays from 7 AM - 9 PM,144,Jane St SB ,30,2018-01-22T11:00:00,36,4.0
11613,178 Sunnyside Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.450555, 43.64381)}",20,Weekdays from 7 AM - 9 PM,146,Sunnyside Ave SB ,30,2019-04-11T10:00:00,36,4.0
11614,158 Sunnyside Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.450178, 43.643047)}",20,Weekdays from 7 AM - 9 PM,151,Sunnyside Ave NB ,30,2019-04-11T09:00:00,36,4.0
11615,125 Varsity Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.498917, 43.66192)}",20,Weekdays from 7 AM - 9 PM,168,Varsity Rd WB ,30,2017-12-13T11:00:00,36,4.0
11616,207 Windermere Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.47627300000002, 43.642751)}",20,Weekdays from 7 AM - 9 PM,228,Windermere Ave NB ,30,2018-01-24T12:00:00,36,4.0
11617,214 Windermere Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.478022, 43.643963)}",20,Weekdays from 7 AM - 9 PM,237,Windermere Ave SB ,30,2018-01-24T12:00:00,36,4.0
11618,333 Runnymede Road,NB,2021-07-19T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.477359, 43.654033)}",20,Weekdays from 7 AM - 9 PM,272,Runnymede Rd NB ,30,2018-12-05T11:00:00,36,4.0
11619,236 Annette Street,EB,,41,"{'type': 'Point', 'coordinates': (-79.47079, 43.662649)}",30,Weekdays from 7 AM - 9 PM,309,Annette St EB ,40,2019-03-07T10:00:00,46,4.0
11620,30 Marmaduke Street,WB,2018-07-03T08:00:00,31,"{'type': 'Point', 'coordinates': (-79.451299008, 43.650456751)}",20,Weekdays from 7 AM - 9 PM,362,Marmaduke St WB ,30,2018-02-02T15:00:00,36,4.0
11621,18 Rexford Road,EB,,31,"{'type': 'Point', 'coordinates': (-79.486237, 43.663628)}",20,Weekdays from 7 AM - 9 PM,375,Rexford Dr EB ,30,2019-03-11T07:00:00,36,4.0
11622,34 Brookside Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.49191800000001, 43.6608)}",20,Weekdays from 7 AM - 9 PM,431,Brookside Ave SB ,30,2018-11-02T12:00:00,36,4.0
11623,1577 Bloor Street West ,EB,2023-01-21T01:00:00,41,"{'type': 'Point', 'coordinates': (-79.45455508, 43.655829863)}",30,Weekdays from 12 AM,488,Bloor St W EB ,40,2016-12-15T11:00:00,46,4.0
11624,225 Garden Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.448613, 43.642732)}",20,Weekdays from 7 AM - 9 PM,520,Galley Ave EB ,30,2019-04-11T10:00:00,36,4.0
11625,1480 Bloor Street West,WB,2020-05-05T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.450542495, 43.656912695)}",30,Weekdays from 12 AM,552,Bloor St W WB ,40,2017-02-24T10:00:00,46,4.0
11626,2447 Dundas Street West ,SB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.453417823, 43.659186967000004)}",20,Weekdays from 7 AM - 9 PM,586,Dundas St W SB ,30,2016-11-17T13:00:00,36,4.0
11627,2269 Dundas Street West ,NB,2020-05-05T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.452119634, 43.654863447)}",30,Weekdays from 12 AM,643,Dundas St W NB ,40,2016-12-15T11:00:00,46,4.0
11628,29 Jane Street,NB,2020-06-26T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.484749, 43.650243)}",30,Weekdays from 7 AM - 9 PM,670,Jane St NB ,40,2018-01-16T10:00:00,46,4.0
11629,148 Varsity Road,EB,2020-03-27T13:00:00,31,"{'type': 'Point', 'coordinates': (-79.50092800000002, 43.662937)}",20,Weekdays from 7 AM - 9 PM,725,Varsity Rd EB ,30,2018-01-22T11:00:00,36,4.0
11630,109 Jameson Avenue,NB,2020-03-09T13:00:00,41,"{'type': 'Point', 'coordinates': (-79.435318, 43.635557)}",5,Weekdays from 7 AM - 9 PM,888,Jameson Ave NB ,40,2019-12-19T13:00:00,46,4.0
11631,8 Saint Mark's Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.48984200000001, 43.660301)}",20,Weekdays from 7 AM - 9 PM,1000,St Marks Rd WB ,30,2018-11-02T12:00:00,36,4.0
11632,440 Runnymede Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.478956, 43.65732)}",5,Weekdays from 7 AM - 9 PM,1976,Runnymede Rd SB ,40,2020-03-05T12:00:00,46,4.0
11633,156 Varsity Road,EB,2021-11-10T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.50101, 43.662984)}",20,Weekdays from 7 AM - 9 PM,2120,Varsity Rd EB ,30,2020-03-27T14:00:00,36,4.0
11634,1515 Bloor Street West,WB,2020-10-12T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.450857, 43.656642)}",30,Weekdays from 12 AM,2191,Bloor St W WB ,40,2020-05-07T00:00:00,46,4.0
11635,2258 Dundas Street West,NB,2022-07-08T07:00:00,41,"{'type': 'Point', 'coordinates': (-79.452037, 43.654923)}",30,Weekdays from 12 AM,2192,Dundas St W NB ,40,2020-05-06T14:00:00,46,4.0
11636,92 Jane Street,SB,,31,"{'type': 'Point', 'coordinates': (-79.485482, 43.651579)}",20,Weekdays from 7 AM - 9 PM,2217,Jane St SB ,30,2020-05-29T11:00:00,36,4.0
11637,29 Jane Street,NB,,31,"{'type': 'Point', 'coordinates': (-79.484707, 43.650144)}",20,Weekdays from 7 AM - 9 PM,2229,Jane St NB ,30,2020-07-06T11:00:00,36,4.0
11638,2393 Dundas Street West,SB,,41,"{'type': 'Point', 'coordinates': (-79.453415, 43.65921900000001)}",5,Weekdays from 7 AM - 9 PM,2510,Dundas St W SB - c,40,2020-11-11T09:00:00,46,4.0
11639,100 Mountview Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.46235, 43.6577)}",5,Weekdays from 7 AM - 9 PM,2511,Mountainview Ave SB - C,40,2020-11-12T11:00:00,46,4.0
11640,52 Mountview Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.461731, 43.65627)}",5,Weekdays from 7 AM - 9 PM,2512,Mountainview Ave NB - C,40,2020-11-12T12:00:00,46,4.0
11641,100 Mountview Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.46235, 43.6577)}",5,Weekdays from 7 AM - 9 PM,2517,Mountainview Ave SB ,40,2020-11-18T00:00:00,46,4.0
11642,2393 Dundas Street West,SB,,41,"{'type': 'Point', 'coordinates': (-79.453415, 43.65921900000001)}",5,Weekdays from 7 AM - 9 PM,2518,Dundas St W SB ,40,2020-11-18T00:00:00,46,4.0
11643,52 Mountview Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.461731, 43.65627)}",5,Weekdays from 7 AM - 9 PM,2520,Mountainview Ave NB ,40,2020-11-18T00:00:00,46,4.0
11644,280 Quebec Avenue,NB,2021-03-19T07:00:00,41,"{'type': 'Point', 'coordinates': (-79.471352, 43.660325)}",5,Weekdays from 7 AM - 9 PM,2522,Clendenan Ave NB ,40,2020-11-25T13:00:00,46,4.0
11645,342 Clendenan Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.471688, 43.66066)}",20,Weekdays from 7 AM - 9 PM,2523,Clendenan Ave SB ,30,2020-11-23T11:00:00,36,4.0
11646,110 Jameson Avenue,NB,2022-08-17T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.435447, 43.635378)}",5,Weekdays from 7 AM - 9 PM,2542,Jameson Ave NB ,40,2020-12-08T10:00:00,46,4.0
11647,30 Marmaduke Street,WB,,31,"{'type': 'Point', 'coordinates': (-79.452196, 43.650275)}",20,Weekdays from 7 AM - 9 PM,2576,Marmaduke St WB ,30,2021-01-05T09:00:00,36,4.0
11648,Clendenan Av opp Rowland St,NB,,31,"{'type': 'Point', 'coordinates': (-79.471369, 43.660358)}",20,Weekdays from 7 AM - 9 PM,2649,CLENDENAN AVE NB ,30,2021-03-23T14:00:00,36,4.0
11649,"Bloor St, 120m e/o Dundas",WB,2022-07-08T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.450871, 43.656708)}",5,Weekdays from 7 AM - 9 PM,2655,BLOOR ST W WB ,40,2021-03-24T13:00:00,46,4.0
11650,327/329 RUNNYMEDE RD,NB,,41,"{'type': 'Point', 'coordinates': (-79.47731700000001, 43.653987)}",5,Weekdays from 7 AM - 9 PM,2804,RUNNYMEDE RD NB ,40,2021-07-21T00:00:00,46,4.0
11651,OPP 282 INDIAN ROAD CRES,NB,,31,"{'type': 'Point', 'coordinates': (-79.460754947, 43.662963147)}",20,Weekdays from 7 AM - 9 PM,2881,INDIAN ROAD CRES NB ,30,2022-03-11T13:00:00,36,4.0
11652,78 Thurodale Avenue,WB,2023-03-30T18:00:00,31,"{'type': 'Point', 'coordinates': (-79.499215, 43.702312)}",20,Weekdays from 7 AM - 9 PM,23,Thurodale Ave WB ,30,2019-04-03T10:00:00,36,5.0
11653,11 Duckworth Street,NB,2020-07-08T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.499714, 43.70264)}",20,Weekdays from 7 AM - 9 PM,74,Duckworth St NB ,30,2019-03-11T08:00:00,36,5.0
11654,218 Bicknell Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.476592, 43.688155)}",20,Weekdays from 7 AM - 9 PM,100,Bicknell Ave NB ,30,2019-01-03T15:00:00,36,5.0
11655,75 Emmett Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.504856, 43.686968)}",20,Weekdays from 7 AM - 9 PM,115,Emmett Ave WB ,30,2019-03-07T10:00:00,36,5.0
11656,50 Leigh Street,EB,2018-11-22T18:00:00,41,"{'type': 'Point', 'coordinates': (-79.478635, 43.675533)}",30,Weekdays from 7 AM - 9 PM,136,McCormack Ave EB ,40,2018-01-22T11:00:00,46,5.0
11657,197 Bicknell Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.475825, 43.686837)}",20,Weekdays from 7 AM - 9 PM,141,Bicknell Ave SB ,30,2019-01-03T14:00:00,36,5.0
11658,91 Emmett Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.508405, 43.686837)}",20,Weekdays from 7 AM - 9 PM,186,Emmett Ave EB ,30,2019-03-07T10:00:00,36,5.0
11659,49 Pamille Place,NB,,31,"{'type': 'Point', 'coordinates': (-79.500654, 43.701353)}",20,Weekdays from 7 AM - 9 PM,191,Tedder St NB ,30,2019-03-11T08:00:00,36,5.0
11660,45 Comay Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.479681, 43.69716)}",20,Weekdays from 7 AM - 9 PM,200,Comay Rd NB ,30,2019-03-06T11:00:00,36,5.0
11661,86 Guestville Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.489758, 43.684437)}",20,Weekdays from 7 AM - 9 PM,242,Guestville Ave SB ,30,2019-03-11T06:00:00,36,5.0
11662,JANE ST 142M N/OF LAMBTON AVE,SB,,51,"{'type': 'Point', 'coordinates': (-79.49836, 43.682598)}",30,Weekdays from 7 AM - 9 PM,256,JANE ST SB ,50,2019-03-20T06:00:00,56,5.0
11663,80 McCormack Street,WB,,31,"{'type': 'Point', 'coordinates': (-79.476937, 43.676097)}",20,Weekdays from 7 AM - 9 PM,356,McCormack St WB ,30,2018-01-11T11:00:00,36,5.0
